,Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University_x,"Rank (Full, Associate, Assistant, Other)",UniversityID,Unnamed: 11,University_y,ID,school,dblpname,dblpexists,fuzzyscore,fuzzyname
0,Nathaniel J. Davis,Davis,Nathaniel J.,,,,,21.0,Air Force Institute of Technology  ,Full,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Nathaniel J. Davis,0,0.918918918918919,Nathaniel J. Davis IV
1,"Hopkinson, Kenneth M",Hopkinson,Kenneth M,,,,,16.0,Air Force Institute of Technology  ,Full,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Kenneth M. Hopkinson,1,0.0,Kenneth M. Hopkinson
2,"Peterson, Gilbert L",Peterson,Gilbert L,,,,,,Air Force Institute of Technology  ,Full,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Gilbert L. Peterson,1,0.0,Gilbert L. Peterson
3,Maj Joan A Betances Phd,Betances,Joan A,,,,,0.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Joan A Betances,0,0.7586206896551724,Joan Cabestany
4,"Bindewald, Jason M",Bindewald,Jason M,,,,,0.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Jason M Bindewald,0,0.7333333333333333,Jason M. Daida
5,"Borghetti, Brett J",Borghetti,Brett J,https://scholar.google.com/citations?user=Z6vGQasAAAAJ&hl=en&oi=ao,151.0,6.0,5.0,4.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Brett J. Borghetti,1,0.0,Brett J. Borghetti
6,Maj Alan C. Lin Phd,Lin,Alan C.,,,,,0.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Alan C. Lin,1,0.0,Alan C. Lin
7,PhD Laurence D Merkle,Merkle,Laurence D,,,,,0.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Laurence D. Merkle,1,0.0,Laurence D. Merkle
8,"Nykl, Scott L",Nykl,Scott L,https://scholar.google.com/citations?user=R06F8XQAAAAJ&hl=en&oi=ao,50.0,4.0,1.0,1.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Scott Nykl,1,0.0,Scott Nykl
9,Maj John M. Pecarina Phd,Pecarina,John M.,,,,,0.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,John M. Pecarina,1,0.0,John M. Pecarina
10,"Reith, Mark G",Reith,Mark G,,,,,0.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Mark G Reith,0,0.782608695652174,Mark A. Roth
11,LTC Mason J Rice,Rice,Mason J,,,,,0.0,Air Force Institute of Technology  ,Assistant,1,, Air Force Institute of Technology,1,Air Force Institute of Technology,Mason Rice,1,0.0,Mason Rice
12,Gail-Joon Ahn,Ahn,Gail-Joon,https://scholar.google.com/citations?user=_dzO69sAAAAJ&hl=en,6983.0,41.0,104.0,146.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Gail-Joon Ahn,1,0.0,Gail-Joon Ahn
13,Chitta Baral,Baral,Chitta,https://scholar.google.com/citations?user=9Yd716IAAAAJ&hl=en,6682.0,36.0,88.0,135.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Chitta Baral,1,0.0,Chitta Baral
14,Selcuk K. Candan,Candan,Selcuk,https://scholar.google.com/citations?user=keO-0s0AAAAJ&hl=en&oi=ao,5167.0,35.0,100.0,113.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Selcuk Candan,0,0.8571428571428571,K. Selçuk Candan
15,Charles Colbourn,Colbourn,Charles,,,,,178.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Charles J. Colbourn,1,0.0,Charles J. Colbourn
16,James Collofello,Collofello,James,,,,,40.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,James S. Collofello,1,0.0,James S. Collofello
17,Sandeep Gupta,Gupta,Sandeep,https://scholar.google.com/citations?user=U9bcQkMAAAAJ&hl=en&oi=ao,7907.0,49.0,126.0,154.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Sandeep Gupta,1,0.0,Sandeep Gupta
18,Subbarao Kambhampati,Kambhampati,Subbarao,https://scholar.google.com/citations?user=yl3L07sAAAAJ&hl=en&oi=ao,7580.0,45.0,150.0,140.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Subbarao Kambhampati,1,0.0,Subbarao Kambhampati
19,Yann-Hang Lee,Lee,Yann-Hang,,,,,65.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Yann-Hang Lee,1,0.0,Yann-Hang Lee
20,Baoxin Li,Li,Baoxin,https://scholar.google.com/citations?user=8OOBH04AAAAJ&hl=en,9938.0,38.0,216.0,63.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Baoxin Li,1,0.0,Baoxin Li
21,Timothy Lindquist,Lindquist,Timothy,https://scholar.google.com/citations?user=26h2MnAAAAAJ&hl=en,220.0,8.0,6.0,6.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Timothy E. Lindquist,1,0.0,Timothy E. Lindquist
22,Huan Liu,Liu,Huan,https://scholar.google.com/citations?user=Dzf46C8AAAAJ&hl=en&oi=ao,29625.0,75.0,248.0,645.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Huan Liu,1,0.0,Huan Liu
23,Sethuraman Panchanathan,Panchanathan,Sethuraman,https://scholar.google.com/citations?user=GKTKZ8kAAAAJ&hl=en&oi=ao,5448.0,36.0,110.0,99.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Sethuraman Panchanathan,1,0.0,Sethuraman Panchanathan
24,George Runger,Runger,George,,,,,161.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,George C. Runger,1,0.0,George C. Runger
25,Arunabha Sen,Sen,Arunabha,,,,,60.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Arunabha Sen,1,0.0,Arunabha Sen
26,Kurt VanLehn,VanLehn,Kurt,https://scholar.google.com/citations?user=hjYT3JYAAAAJ&hl=en&oi=ao,15210.0,57.0,157.0,373.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Kurt VanLehn,1,0.0,Kurt VanLehn
27,Teresa Wu,Wu,Teresa,https://scholar.google.hk/citations?user=XJvLrVAAAAAJ&hl=zh-CN,2765.0,27.0,60.0,74.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Teresa Wu,1,0.0,Teresa Wu
28,Guoliang Xue,Xue,Guoliang,https://scholar.google.com/citations?user=9gBvN78AAAAJ&hl=en,9547.0,47.0,149.0,174.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Guoliang Xue,1,0.0,Guoliang Xue
29,Sik-Sang Yau,Yau,Sik-Sang,,,,,12.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Sik-Sang Yau,0,0.75,Shi-Yu Huang
30,Nong Ye,Ye,Nong,,,,,149.0,Arizona State University  ,Full,2,, Arizona State University,2,Arizona State University,Nong Ye,1,0.0,Nong Ye
31,Robert Atkinson,Atkinson,Robert,https://scholar.google.com/citations?user=UzNoXwMAAAAJ&hl=en,3866.0,24.0,32.0,87.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Robert Atkinson,0,0.9375,Robert K. Atkinson
32,Rida Bazzi,Bazzi,Rida,https://scholar.google.com/citations?user=FrMOlk8AAAAJ&hl=en,891.0,16.0,23.0,28.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Rida A. Bazzi,1,0.0,Rida A. Bazzi
33,Partha Dasgupta,Dasgupta,Partha,,,,,53.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Partha Dasgupta,1,0.0,Partha Dasgupta
34,Hasan Davulcu,Davulcu,Hasan,https://scholar.google.com/citations?user=P9IivpwAAAAJ&hl=en,1439.0,19.0,29.0,34.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Hasan Davulcu,1,0.0,Hasan Davulcu
35,Georgios Fainekos,Fainekos,Georgios,https://scholar.google.com/citations?user=WGRYgBEAAAAJ&hl=en,2133.0,23.0,34.0,82.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Georgios E. Fainekos,1,0.0,Georgios E. Fainekos
36,Kevin Gary,Gary,Kevin,https://scholar.google.com/citations?user=oXX9SUQAAAAJ&hl=en,515.0,11.0,13.0,14.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Kevin Gary,1,0.0,Kevin Gary
37,Dijiang Huang,Huang,Dijiang,https://scholar.google.com/citations?user=Y_Bm7IwAAAAJ&hl=en,2929.0,30.0,62.0,62.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Dijiang Huang,1,0.0,Dijiang Huang
38,Joohyung Lee,Lee,Joohyung,https://scholar.google.com/citations?user=WeqC_-MAAAAJ&hl=en,1836.0,22.0,37.0,46.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Joohyung Lee,1,0.0,Joohyung Lee
39,Jing Li,Li,Jing,,,,,,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Jing Li,1,0.0,Jing Li
40,Brian Nelson,Nelson,Brian,https://scholar.google.com/citations?user=R0PhbAYAAAAJ&hl=en,1812.0,21.0,31.0,75.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Brian C. Nelson,1,0.0,Brian C. Nelson
41,Andrea Richa,Richa,Andrea,https://scholar.google.com/citations?user=1LUuMc8AAAAJ&hl=en,3043.0,25.0,41.0,51.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Andréa W. Richa,1,0.0,Andréa W. Richa
42,Hessam Sarjoughian,Sarjoughian,Hessam,https://scholar.google.com/citations?user=2gggOEIAAAAJ&hl=en,2252.0,27.0,72.0,49.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Hessam S. Sarjoughian,1,0.0,Hessam S. Sarjoughian
43,Aviral Shrivastava,Shrivastava,Aviral,https://scholar.google.com/citations?user=zlzK-v0AAAAJ&hl=en,1460.0,21.0,49.0,34.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Aviral Shrivastava,1,0.0,Aviral Shrivastava
44,Violet Syrotiuk,Syrotiuk,Violet,,,,,41.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Violet R. Syrotiuk,1,0.0,Violet R. Syrotiuk
45,Peter Wonka,Wonka,Peter,https://scholar.google.com/citations?user=0EKXSXgAAAAJ&hl=en,5623.0,33.0,68.0,160.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Peter Wonka,1,0.0,Peter Wonka
46,Ming Zhao,Zhao,Ming,https://scholar.google.com/citations?user=pAcF2lEAAAAJ,1560.0,18.0,27.0,51.0,Arizona State University  ,Associate,2,, Arizona State University,2,Arizona State University,Ming Zhao,1,0.0,Ming Zhao
47,Ashish Amresh,Amresh,Ashish,https://scholar.google.com/citations?user=jcwyv0wAAAAJ&hl=en,159.0,4.0,3.0,2.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Ashish Amresh,1,0.0,Ashish Amresh
48,Srividya Bansal,Bansal,Srividya,https://scholar.google.com/citations?user=JoAxSpgAAAAJ&hl=en,489.0,11.0,11.0,14.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Srividya Kona Bansal,1,0.0,Srividya Kona Bansal
49,Heni Ben Amor,Ben Amor,Heni,https://scholar.google.com/citations?user=u_7S7VYAAAAJ&hl=en,566.0,14.0,19.0,19.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Heni Ben Amor,1,0.0,Heni Ben Amor
50,Adam DoupÌ©,DoupÌ©,Adam,https://scholar.google.com/citations?user=hsJqhNAAAAAJ,345.0,7.0,6.0,4.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Adam DoupÌ©,0,0.9,Adam Doupé
51,John Femiani,Femiani,John,https://scholar.google.com/citations?user=rS1xJIIAAAAJ&hl=en,560.0,8.0,8.0,8.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,John Femiani,1,0.0,John Femiani
52,Ashraf Gaffar,Gaffar,Ashraf,,,,,6.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Ashraf Gaffar,1,0.0,Ashraf Gaffar
53,Arbi Ghazarian,Ghazarian,Arbi,,,,,2.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Arbi Ghazarian,0,0.7142857142857143,Bipan Hazarika
54,Javier Gonzalez-Sanchez,Gonzalez-Sanchez,Javier,https://scholar.google.com/citations?user=mSoiXbIAAAAJ&hl=en,128.0,7.0,6.0,4.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Javier Gonzalez-Sanchez,0,1.0,Javier Gonzalez Sanchez
55,Jingrui He,He,Jingrui,https://scholar.google.com/citations?user=hXpZynkAAAAJ&hl=en,3108.0,17.0,27.0,44.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Jingrui He,1,0.0,Jingrui He
56,Sharon Hsiao,Hsiao,Sharon,https://scholar.google.com/citations?user=rcjc5I4AAAAJ&hl=en,372.0,11.0,12.0,14.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Sharon Hsiao,0,0.8,Hao Shao
57,Ross Maciejewski,Maciejewski,Ross,https://scholar.google.com/citations?user=nChgOjEAAAAJ&hl=en,1035.0,19.0,31.0,33.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Ross Maciejewski,1,0.0,Ross Maciejewski
58,Paolo Papotti,Papotti,Paolo,https://scholar.google.com/citations?user=YwoezYX7JVgJ&hl=en,997.0,19.0,28.0,31.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Paolo Papotti,1,0.0,Paolo Papotti
59,Ted Pavlic,Pavlic,Ted,https://scholar.google.com/citations?user=UAmGg-cAAAAJ,118.0,8.0,4.0,6.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Ted Pavlic,0,0.7407407407407407,Theodore P. Pavlic
60,Fengbo Ren,Ren,Fengbo,https://scholar.google.com/citations?user=f-wp99AAAAAJ&hl=en,234.0,9.0,7.0,6.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Fengbo Ren,1,0.0,Fengbo Ren
61,Mohamed Sarwat,Sarwat,Mohamed,https://scholar.google.com/citations?user=wLkWxZUAAAAJ&hl=en,499.0,11.0,11.0,13.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Mohamed Sarwat,1,0.0,Mohamed Sarwat
62,Jorge Sefair,Sefair,Jorge,https://scholar.google.com/citations?user=hQtEfQcAAAAJ&hl=en,295.0,6.0,5.0,1.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Jorge Sefair,0,0.75,Jorge Stolfi
63,Paulo Shakarian,Shakarian,Paulo,https://scholar.google.com/citations?user=OUAMn6oAAAAJ&hl=en,516.0,13.0,18.0,16.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Paulo Shakarian,1,0.0,Paulo Shakarian
64,Sohum Sohoni,Sohoni,Sohum,https://scholar.google.com/citations?user=x851M9sAAAAJ&hl=en,216.0,8.0,5.0,7.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Sohum Sohoni,0,0.7368421052631579,Shi Shu
65,Hanghang Tong,Tong,Hanghang,https://scholar.google.com/citations?user=RaINcuUAAAAJ&hl=en,4425.0,34.0,57.0,98.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Hanghang Tong,1,0.0,Hanghang Tong
66,Erin Walker,Walker,Erin,https://scholar.google.com/citations?user=5P7Vo2IAAAAJ&hl=en,528.0,14.0,18.0,18.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Erin Walker,1,0.0,Erin Walker
67,Yalin Wang,Wang,Yalin,https://scholar.google.com/citations?user=F4tTgLQAAAAJ&hl=en,3122.0,27.0,62.0,56.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Yalin Wang,0,0.9473684210526315,Yali Wang
68,Carole-Jean Wu,Wu,Carole-Jean,https://scholar.google.com/citations?user=S1szbyAAAAAJ&hl=en,418.0,11.0,11.0,15.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Carole-Jean Wu,1,0.0,Carole-Jean Wu
69,Yezhou Yang,Yang,Yezhou,https://scholar.google.com/citations?user=k2suuZgAAAAJ&hl=en,372.0,11.0,11.0,13.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Yezhou Yang,1,0.0,Yezhou Yang
70,Yu (Tony) Zhang,Zhang,Yu,https://scholar.google.com/citations?user=n0uRPLgAAAAJ&hl=en,178.0,8.0,6.0,7.0,Arizona State University  ,Assistant,2,, Arizona State University,2,Arizona State University,Yu Zhang,1,0.0,Yu Zhang
71,Saad Biaz,Biaz,Saad,https://scholar.google.com/citations?user=B4fHhe0AAAAJ&hl=en,1640.0,19.0,30.0,39.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,Saad Biaz,1,0.0,Saad Biaz
72,Kai Chang,Chang,Kai,,,,,,Auburn University  ,Full,3,, Auburn University,3,Auburn University,Kai Chang,0,0.8888888888888888,Kai Huang
73,James Cross,Cross,James,https://scholar.google.com/citations?user=qOHTo_oAAAAJ&hl=en,2976.0,15.0,19.0,22.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,James Cross,1,0.0,James Cross
74,Alvin Lim,Lim,Alvin,https://scholar.google.com/citations?user=8yA8n4sAAAAJ&hl=en,741.0,12.0,15.0,20.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,Alvin S. Lim,1,0.0,Alvin S. Lim
75,Hari Narayanan,Narayanan,Hari,,,,,74.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,Hari Narayanan,0,0.9333333333333333,N. Hari Narayanan
76,Xiao Qin,Qin,Xiao,https://scholar.google.com/citations?user=87rCdMQAAAAJ&hl=en,5723.0,33.0,160.0,62.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,Xiao Qin,1,0.0,Xiao Qin
77,Anthony Skjellum,Skjellum,Anthony,https://scholar.google.com/citations?user=j74j55gAAAAJ&hl=en,9340.0,25.0,61.0,58.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,Anthony Skjellum,1,0.0,Anthony Skjellum
78,David Umphress,Umphress,David,https://scholar.google.com/citations?user=adnNt1IAAAAJ&hl=en,601.0,12.0,13.0,15.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,David A. Umphress,1,0.0,David A. Umphress
79,Levent Yilmaz,Yilmaz,Levent,https://scholar.google.com/citations?user=uPBKJewAAAAJ&hl=en,1455.0,19.0,45.0,29.0,Auburn University  ,Full,3,, Auburn University,3,Auburn University,Levent Yilmaz,1,0.0,Levent Yilmaz
80,Sanjeev Baskiyar,Baskiyar,Sanjeev,https://scholar.google.com/citations?user=SIaK8_EAAAAJ&hl=en&oi=sra,367.0,9.0,9.0,8.0,Auburn University  ,Associate,3,, Auburn University,3,Auburn University,Sanjeev Baskiyar,1,0.0,Sanjeev Baskiyar
81,Richard Chapman,Chapman,Richard,,,,,,Auburn University  ,Associate,3,, Auburn University,3,Auburn University,Richard Chapman,1,0.0,Richard Chapman
82,Dean Hendrix,Hendrix,Dean,https://scholar.google.com/citations?user=DvHJWroAAAAJ&hl=en,677.0,16.0,23.0,22.0,Auburn University  ,Associate,3,, Auburn University,3,Auburn University,Dean Hendrix,0,0.9230769230769231,T. Dean Hendrix
83,Wei-Shinn (Jeff) Ku,Ku,Wei-Shinn (Jeff),https://scholar.google.com/citations?user=ZQ87sO4AAAAJ&hl=en,1612.0,22.0,46.0,42.0,Auburn University  ,Associate,3,, Auburn University,3,Auburn University,Wei-Shinn Ku,1,0.0,Wei-Shinn Ku
84,Cheryl Seals,Seals,Cheryl,,,,,7.0,Auburn University  ,Associate,3,, Auburn University,3,Auburn University,Cheryl D. Seals,1,0.0,Cheryl D. Seals
85,Jakita Thomas,Thomas,Jakita,,,,,0.0,Auburn University  ,Associate,3,, Auburn University,3,Auburn University,Jakita O. Thomas,1,0.0,Jakita O. Thomas
86,Bo Liu,Liu,Bo,,,,,,Auburn University  ,Assistant,3,, Auburn University,3,Auburn University,Bo Liu,1,0.0,Bo Liu
87,Tao Shu,Shu,Tao,,,,,,Auburn University  ,Assistant,3,, Auburn University,3,Auburn University,Tao Shu,1,0.0,Tao Shu
88,"Ghose, Kanad",Ghose,Kanad,https://scholar.google.com/citations?user=3itxM90AAAAJ&hl=en,3122.0,25.0,63.0,46.0,Binghamton University - SUNY  ,Full,4,, Binghamton University - SUNY,4,Binghamton University,Kanad Ghose,1,0.0,Kanad Ghose
89,"Gopalan, Kartik",Gopalan,Kartik,https://scholar.google.com/citations?user=gSnisPkAAAAJ&hl=en,3360.0,23.0,40.0,46.0,Binghamton University - SUNY  ,Full,4,, Binghamton University - SUNY,4,Binghamton University,Kartik Gopalan,1,0.0,Kartik Gopalan
90,"Meng, Weiyi",Meng,Weiyi,https://scholar.google.com/citations?user=C-wDOskAAAAJ&hl=en,6789.0,41.0,83.0,179.0,Binghamton University - SUNY  ,Full,4,, Binghamton University - SUNY,4,Binghamton University,Weiyi Meng,1,0.0,Weiyi Meng
91,"Ponomarev, Dmitry",Ponomarev,Dmitry,https://scholar.google.com/citations?user=zr9OzAUAAAAJ&hl=en,1433.0,20.0,39.0,42.0,Binghamton University - SUNY  ,Full,4,, Binghamton University - SUNY,4,Binghamton University,Dmitry V. Ponomarev,1,0.0,Dmitry V. Ponomarev
92,"Yin, Lijun",Yin,Lijun,https://scholar.google.com/citations?user=PYV9NvYAAAAJ&hl=en,3055.0,25.0,49.0,63.0,Binghamton University - SUNY  ,Full,4,, Binghamton University - SUNY,4,Binghamton University,Lijun Yin,1,0.0,Lijun Yin
93,"Zhang, Zhongfei (Mark)",Zhang,Zhongfei (Mark),https://scholar.google.com/citations?user=RM7y-rcAAAAJ&hl=en,15960.0,33.0,460.0,107.0,Binghamton University - SUNY  ,Full,4,, Binghamton University - SUNY,4,Binghamton University,Zhongfei Zhang,1,0.0,Zhongfei Zhang
94,"Chiu, Kenneth",Chiu,Kenneth,,,,,53.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Kenneth Chiu,1,0.0,Kenneth Chiu
95,"Cutler, Michal",Cutler,Michal,,,,,0.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Michal Cutler,1,0.0,Michal Cutler
96,"Govindaraju, Madhusudhan",Govindaraju,Madhusudhan,https://scholar.google.com/citations?user=cuA3CkgAAAAJ&hl=en,2488.0,25.0,43.0,73.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Madhusudhan Govindaraju,1,0.0,Madhusudhan Govindaraju
97,"Kang, Kyoung-Don",Kang,Kyoung-Don,https://scholar.google.com/citations?user=5Qrq3p0AAAAJ&hl=en,1436.0,19.0,31.0,49.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Kyoung-Don Kang,1,0.0,Kyoung-Don Kang
98,"Lander, Leslie",Lander,Leslie,,,,,,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Leslie Lander,0,0.8461538461538461,Leslie Lenert
99,"Lewis, Michael J.",Lewis,Michael J.,,,,,,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Michael J. Lewis,1,0.0,Michael J. Lewis
100,"Liu, David",Liu,David,https://scholar.google.com/citations?user=_KCqeIEAAAAJ&hl=en,400.0,11.0,12.0,18.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,David Liu,1,0.0,David Liu
101,"Madden, Patrick H.",Madden,Patrick H.,,,,,69.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Patrick H. Madden,1,0.0,Patrick H. Madden
102,"Yang, Ping",Yang,Ping,,,,,,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Ping Yang,1,0.0,Ping Yang
103,"Yu, Lei",Yu,Lei,https://scholar.google.com/citations?user=bRCoY7EAAAAJ&hl=en,5475.0,16.0,17.0,63.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,Lei Yu,1,0.0,Lei Yu
104,"Ziegler, William",Ziegler,William,,,,,45.0,Binghamton University - SUNY  ,Associate,4,, Binghamton University - SUNY,4,Binghamton University,William Ziegler,0,0.75,William S. Zwicker
105,"Dai, Weiying",Dai,Weiying,https://scholar.google.com/citations?user=r6DIjzUAAAAJ&hl=en,1303.0,14.0,16.0,23.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Weiying Dai,0,0.8571428571428571,Ziying Dai
106,"Liu, Yao",Liu,Yao,https://scholar.google.com/citations?user=Ej57xEgAAAAJ&hl=en,311.0,11.0,12.0,13.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Yao Liu,0,1.0,Yao Liu
107,"Miller, Timothy Normand",Miller,Timothy Normand,https://scholar.google.com/citations?user=NgEPEgEAAAAJ&hl=en,144.0,5.0,4.0,1.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Timothy Normand Miller,0,0.7894736842105263,Timothy J. Norman
108,"Prakash, Aravind",Prakash,Aravind,https://scholar.google.com/citations?user=GqFjHVAAAAAJ&hl=en,130.0,7.0,5.0,2.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Aravind Prakash,1,0.0,Aravind Prakash
109,"Ramesh, Arti",Ramesh,Arti,https://scholar.google.com/citations?user=XjWqmtMAAAAJ&hl=en,105.0,5.0,4.0,0.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Arti Ramesh,1,0.0,Arti Ramesh
110,"Seetharam, Anand",Seetharam,Anand,https://scholar.google.com/citations?user=gA5qFUYAAAAJ&hl=en,187.0,8.0,7.0,6.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Anand Seetharam,1,0.0,Anand Seetharam
111,"Sha, Mo",Sha,Mo,https://scholar.google.com/citations?user=hVZiQDQAAAAJ&hl=en,515.0,12.0,14.0,18.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Mo Sha,0,0.9230769230769231,Mo Shan
112,"Wang, Yan",Wang,Yan,,,,,,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Yan Wang,1,0.0,Yan Wang
113,"Yan, Guanhua",Yan,Guanhua,https://scholar.google.com/citations?user=6rPWxsgAAAAJ&hl=en,1498.0,23.0,38.0,51.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Guanhua Yan,1,0.0,Guanhua Yan
114,"Zhang, Yifan",Zhang,Yifan,https://scholar.google.com/citations?user=Mi5cKMkAAAAJ&hl=en,193.0,6.0,6.0,3.0,Binghamton University - SUNY  ,Assistant,4,, Binghamton University - SUNY,4,Binghamton University,Yifan Zhang,1,0.0,Yifan Zhang
