,Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University_x,"Rank (Full, Associate, Assistant, Other)",UniversityID,Unnamed: 11,University_y,ID,school,dblpname,dblpexists,fuzzyscore,fuzzyname
3812,"Ahmed, Irfan",Ahmed,Irfan,https://scholar.google.com/citations?user=JXrXUC4AAAAJ&hl=en,162.0,7.0,6.0,6.0,University of New Orleans  ,Assistant,137,, University of New Orleans,137,University of New Orleans,Irfan Ahmed,1,0.0,Irfan Ahmed
3813,"Arifuzzaman, Shaikh",Arifuzzaman,Shaikh,https://scholar.google.com/citations?user=_DSRMYIAAAAJ&hl=en,57.0,3.0,3.0,1.0,University of New Orleans  ,Assistant,137,, University of New Orleans,137,University of New Orleans,Shaikh Arifuzzaman,0,0.7586206896551724,Aman Shaikh
3814,"Hoque, Tamjidul",Hoque,Tamjidul,https://scholar.google.com/citations?user=8tQmDZQAAAAJ&hl=en,422.0,11.0,13.0,11.0,University of New Orleans  ,Assistant,137,, University of New Orleans,137,University of New Orleans,Tamjidul Hoque,1,0.0,Tamjidul Hoque
3815,"Ware, Stephen",Ware,Stephen,https://scholar.google.com/citations?user=mkFBt8oAAAAJ&hl=en,174.0,8.0,8.0,7.0,University of New Orleans  ,Assistant,137,, University of New Orleans,137,University of New Orleans,Stephen G. Ware,1,0.0,Stephen G. Ware
3816,"Zibran, Minhaz",Zibran,Minhaz,https://scholar.google.com/citations?user=clmylLAAAAAJ&hl=en,366.0,13.0,13.0,18.0,University of New Orleans  ,Assistant,137,, University of New Orleans,137,University of New Orleans,Minhaz Fahim Zibran,1,0.0,Minhaz Fahim Zibran
3817,Stan Ahalt,Ahalt,Stan,,,,,48.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Stan Ahalt,0,0.8,Stan Raatz
3818,James Anderson,Anderson,James,,,,,,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,James Anderson,1,0.0,James Anderson
3819,Sanjoy Baruah,Baruah,Sanjoy,https://scholar.google.com/citations?user=HuSHIWkAAAAJ&hl=en,11753.0,57.0,156.0,225.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Sanjoy K. Baruah,1,0.0,Sanjoy K. Baruah
3820,Gary Bishop,Bishop,Gary,https://scholar.google.com/citations?user=VV48RpEAAAAJ&hl=en,13868.0,32.0,49.0,245.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Gary Bishop,1,0.0,Gary Bishop
3821,Prasun Dewan,Dewan,Prasun,https://scholar.google.com/citations?user=rRxC18AAAAAJ&hl=en,3160.0,28.0,51.0,99.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Prasun Dewan,1,0.0,Prasun Dewan
3822,Henry Fuchs,Fuchs,Henry,https://scholar.google.com/citations?user=guhwcP8AAAAJ&hl=en,13463.0,52.0,151.0,251.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Henry Fuchs,1,0.0,Henry Fuchs
3823,Kevin Jeffay,Jeffay,Kevin,https://scholar.google.com/citations?user=J12C3nYAAAAJ&hl=en,5623.0,35.0,69.0,147.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Kevin Jeffay,1,0.0,Kevin Jeffay
3824,Frederick Brooks Jr.,Jr.,Frederick Brooks,,,,,295.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Frederick Brooks Jr.,0,0.95,Frederick P. Brooks Jr.
3825,Anselmo Lastra,Lastra,Anselmo,,,,,109.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Anselmo Lastra,1,0.0,Anselmo Lastra
3826,Ming Lin,Lin,Ming,https://scholar.google.com/citations?user=ugFNit4AAAAJ&hl=en,24719.0,69.0,327.0,376.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Ming Lin,1,0.0,Ming Lin
3827,Dinesh Manocha,Manocha,Dinesh,https://scholar.google.com/citations?user=X08l_4IAAAAJ&hl=en,27105.0,82.0,291.0,451.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Dinesh Manocha,1,0.0,Dinesh Manocha
3828,Fabian Monrose,Monrose,Fabian,https://scholar.google.com/citations?user=a6u7NTgAAAAJ&hl=en,7172.0,37.0,61.0,173.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Fabian Monrose,1,0.0,Fabian Monrose
3829,Stephen M. Pizer,Pizer,Stephen M.,,,,,220.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Stephen M. Pizer,1,0.0,Stephen M. Pizer
3830,David Plaisted,Plaisted,David,,,,,110.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,David A. Plaisted,1,0.0,David A. Plaisted
3831,Jan F. Prins,Prins,Jan F.,https://scholar.google.com/citations?user=VFMbBPgAAAAJ&hl=en,8698.0,38.0,69.0,285.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Jan Prins,1,0.0,Jan Prins
3832,Michael Reiter,Reiter,Michael,https://scholar.google.com/citations?user=qAKfQW0AAAAJ&hl=en,19563.0,71.0,176.0,374.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Michael Reiter,1,0.0,Michael Reiter
3833,Jack Snoeyink,Snoeyink,Jack,https://scholar.google.com/citations?user=fIoDWp8AAAAJ&hl=en,10048.0,51.0,143.0,138.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Jack Snoeyink,1,0.0,Jack Snoeyink
3834,David Stotts,Stotts,David,,,,,34.0,University of North Carolina - Chapel Hill  ,Full,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,David Stotts,0,0.9230769230769231,P. David Stotts
3835,Ron Alterovitz,Alterovitz,Ron,,,,,81.0,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Ron Alterovitz,1,0.0,Ron Alterovitz
3836,Tamara Berg,Berg,Tamara,https://scholar.google.com/citations?user=4HrSWNcAAAAJ&hl=en,5865.0,28.0,41.0,148.0,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Tamara L. Berg,1,0.0,Tamara L. Berg
3837,Jan-Michael Frahm,Frahm,Jan-Michael,https://scholar.google.com/citations?user=3YOe4NMAAAAJ&hl=en,5712.0,35.0,67.0,198.0,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Jan-Michael Frahm,1,0.0,Jan-Michael Frahm
3838,Jasleen Kaur,Kaur,Jasleen,,,,,,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Jasleen Kaur,1,0.0,Jasleen Kaur
3839,Ketan Mayer-Patel,Mayer-Patel,Ketan,https://scholar.google.com/citations?user=S4GP-G4AAAAJ&hl=en,960.0,18.0,26.0,29.0,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Ketan Mayer-Patel,1,0.0,Ketan Mayer-Patel
3840,Leonard McMillan,McMillan,Leonard,https://scholar.google.com/citations?user=z6cJOmMAAAAJ&hl=en,11921.0,45.0,94.0,280.0,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Leonard McMillan,1,0.0,Leonard McMillan
3841,Marc Niethammer,Niethammer,Marc,https://scholar.google.com/citations?user=KqtBi6MAAAAJ&hl=en,2775.0,28.0,68.0,67.0,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Marc Niethammer,1,0.0,Marc Niethammer
3842,Montek Singh,Singh,Montek,,,,,46.0,University of North Carolina - Chapel Hill  ,Associate,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Montek Singh,1,0.0,Montek Singh
3843,Mohit Bansal,Bansal,Mohit,https://scholar.google.com/citations?user=DN8QtscAAAAJ&hl=en&oi=ao,575.0,13.0,17.0,20.0,University of North Carolina - Chapel Hill  ,Assistant,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Mohit Bansal,1,0.0,Mohit Bansal
3844,Alex Berg,Berg,Alex,https://scholar.google.com/citations?user=jjEht8wAAAAJ&hl=en,10393.0,32.0,46.0,325.0,University of North Carolina - Chapel Hill  ,Assistant,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Alex Berg,0,0.7777777777777778,Alex Deng
3845,Vladimir Jojic,Jojic,Vladimir,https://scholar.google.com/citations?user=IzhtPq4AAAAJ&hl=en,2050.0,17.0,24.0,64.0,University of North Carolina - Chapel Hill  ,Assistant,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Vladimir Jojic,1,0.0,Vladimir Jojic
3846,Shahriar Nirjon,Nirjon,Shahriar,https://scholar.google.com/citations?user=CsGlDGEAAAAJ&hl=en&oi=ao,336.0,9.0,9.0,8.0,University of North Carolina - Chapel Hill  ,Assistant,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Shahriar Nirjon,1,0.0,Shahriar Nirjon
3847,Donald Porter,Porter,Donald,https://scholar.google.com/citations?user=jVOPqi0AAAAJ&hl=en,881.0,13.0,16.0,53.0,University of North Carolina - Chapel Hill  ,Assistant,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Donald E. Porter,1,0.0,Donald E. Porter
3848,Cynthia Sturton,Sturton,Cynthia,https://scholar.google.com/citations?user=hOlkT4sAAAAJ&hl=en,97.0,4.0,2.0,0.0,University of North Carolina - Chapel Hill  ,Assistant,138,, University of North Carolina - Chapel Hill,138,University of North Carolina,Cynthia Sturton,1,0.0,Cynthia Sturton
3849,"Akella, Srinivas",Akella,Srinivas,https://scholar.google.com/citations?user=vPOJwdkAAAAJ&hl=en&oi=ao,1554.0,21.0,29.0,52.0,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Srinivas Akella,1,0.0,Srinivas Akella
3850,"Chen, Keh-Hsun",Chen,Keh-Hsun,,,,,4.0,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Keh-Hsun Chen,1,0.0,Keh-Hsun Chen
3851,"Cukic, Bojan",Cukic,Bojan,https://scholar.google.com/citations?user=B7N812UAAAAJ&hl=en&oi=ao,4918.0,31.0,84.0,115.0,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Bojan Cukic,1,0.0,Bojan Cukic
3852,"Fan, Jianping",Fan,Jianping,https://scholar.google.com/citations?user=f9td9jIAAAAJ&hl=en&oi=ao,9972.0,40.0,247.0,86.0,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Jianping Fan,0,0.9565217391304348,Jianping An
3853,"Ras, Zbigniew",Ras,Zbigniew,https://scholar.google.com/citations?user=2ihGAJkAAAAJ&hl=en&oi=ao,2191.0,24.0,64.0,40.0,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Zbigniew W. Ras,1,0.0,Zbigniew W. Ras
3854,"Talukder, Ashit",Talukder,Ashit,,,,,23.0,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Ashit Talukder,1,0.0,Ashit Talukder
3855,"Wang, Yu",Wang,Yu,,,,,,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Yu Wang,1,0.0,Yu Wang
3856,"Xiao, Jing",Xiao,Jing,,,,,,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Jing Xiao,1,0.0,Jing Xiao
3857,"Yang, Jing",Yang,Jing,https://scholar.google.com/citations?user=r1jAycQAAAAJ&hl=en,1445.0,21.0,32.0,53.0,University of North Carolina - Charlotte  ,Full,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Jing Yang,1,0.0,Jing Yang
3858,"Lu, Aidong",Lu,Aidong,,,,,,University of North Carolina - Charlotte  ,Associate,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Aidong Lu,1,0.0,Aidong Lu
3859,"Mostafavi, Taghi",Mostafavi,Taghi,,,,,0.0,University of North Carolina - Charlotte  ,Associate,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Taghi Mostafavi,0,0.7586206896551724,Mostafa Salehi
3860,"Shin, Min",Shin,Min,https://scholar.google.com/citations?user=T50sdQ8AAAAJ&hl=en&oi=ao,1106.0,14.0,19.0,37.0,University of North Carolina - Charlotte  ,Associate,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Min C. Shin,1,0.0,Min C. Shin
3861,"Subramanian, Kalpathi",Subramanian,Kalpathi,https://scholar.google.com/citations?user=dKJr2vwAAAAJ&hl=en&oi=ao,991.0,13.0,17.0,22.0,University of North Carolina - Charlotte  ,Associate,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Kalpathi R. Subramanian,1,0.0,Kalpathi R. Subramanian
3862,"Wartell, Zachary",Wartell,Zachary,,,,,35.0,University of North Carolina - Charlotte  ,Associate,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Zachary Wartell,1,0.0,Zachary Wartell
3863,"Zadrozny, Wlodek",Zadrozny,Wlodek,https://scholar.google.com/citations?user=PwdKImsAAAAJ&hl=en,3389.0,33.0,60.0,79.0,University of North Carolina - Charlotte  ,Associate,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Wlodek Zadrozny,1,0.0,Wlodek Zadrozny
3864,"Cheng, Dazhao",Cheng,Dazhao,https://scholar.google.com/citations?user=rRsraIwAAAAJ&hl=en&oi=ao,51.0,5.0,2.0,0.0,University of North Carolina - Charlotte  ,Assistant,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Dazhao Cheng,1,0.0,Dazhao Cheng
3865,"Dou, Wenwen",Dou,Wenwen,https://scholar.google.com/citations?user=NRrQjcIAAAAJ&hl=en&oi=ao,617.0,14.0,17.0,22.0,University of North Carolina - Charlotte  ,Assistant,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Wenwen Dou,1,0.0,Wenwen Dou
3866,"Saule, Erik",Saule,Erik,https://scholar.google.com/citations?user=QoClHFIAAAAJ&hl=en&oi=ao,854.0,15.0,28.0,23.0,University of North Carolina - Charlotte  ,Assistant,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Erik Saule,1,0.0,Erik Saule
3867,"Shaikh, Samira",Shaikh,Samira,https://scholar.google.com/citations?user=IM-64IoAAAAJ&hl=en&oi=ao,178.0,7.0,6.0,6.0,University of North Carolina - Charlotte  ,Assistant,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Samira Shaikh,1,0.0,Samira Shaikh
3868,"Zhang, Shaoting",Zhang,Shaoting,https://scholar.google.com/citations?user=oiBMWK4AAAAJ&hl=en,1894.0,21.0,41.0,51.0,University of North Carolina - Charlotte  ,Assistant,139,, University of North Carolina - Charlotte,139,University of North Carolina - Charlotte,Shaoting Zhang,1,0.0,Shaoting Zhang
3869,"Bryant, Barrett",Bryant,Barrett,,,,,,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Barrett R. Bryant,1,0.0,Barrett R. Bryant
3870,"Buckles, Bill",Buckles,Bill,https://scholar.google.com/citations?user=4TYgrZ8AAAAJ&hl=en,3683.0,34.0,58.0,86.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Bill P. Buckles,1,0.0,Bill P. Buckles
3871,"Dantu, Ram",Dantu,Ram,,,,,57.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Ram Dantu,1,0.0,Ram Dantu
3872,"Huang, Yan",Huang,Yan,https://scholar.google.com/citations?user=dRc-rTAAAAAJ&hl=en,2936.0,22.0,40.0,73.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Yan Huang,0,1.0,Yan Huang
3873,"Kavi, Krishna",Kavi,Krishna,https://scholar.google.com/citations?user=Q1xQdWUAAAAJ&hl=en,2007.0,21.0,43.0,40.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Krishna M. Kavi,1,0.0,Krishna M. Kavi
3874,"Mikler, Armin",Mikler,Armin,https://scholar.google.com/citations?user=41ckZZsAAAAJ&hl=en,1094.0,17.0,24.0,26.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Armin R. Mikler,1,0.0,Armin R. Mikler
3875,"Mohanty, Saraju",Mohanty,Saraju,https://scholar.google.com/citations?user=G0uvNwsAAAAJ&hl=en,2603.0,25.0,67.0,52.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Saraju P. Mohanty,1,0.0,Saraju P. Mohanty
3876,"Parberry, Ian",Parberry,Ian,https://scholar.google.com/citations?user=8ZpdXNcAAAAJ&hl=en,2238.0,24.0,53.0,59.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Ian Parberry,1,0.0,Ian Parberry
3877,"Renka, Robert",Renka,Robert,https://scholar.google.com/citations?user=XzNYtXMAAAAJ&hl=en,2015.0,23.0,30.0,61.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Robert J. Renka,1,0.0,Robert J. Renka
3878,"Shahrokhi, Farhad",Shahrokhi,Farhad,,,,,23.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Farhad Shahrokhi,1,0.0,Farhad Shahrokhi
3879,"Ludi, Stephanie",Staphanie,Ludi,,,,,7.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Ludi Staphanie,0,0.9285714285714286,Stephanie Ludi
3880,"Swigger, Kathy",Swigger,Kathy,,,,,0.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Kathy Swigger,0,0.7741935483870968,Kathleen M. Swigger
3881,"Tarau, Paul",Tarau,Paul,https://scholar.google.com/citations?user=JUMRc-oAAAAJ&hl=en,3503.0,23.0,61.0,36.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Paul Tarau,1,0.0,Paul Tarau
3882,"Tsatsoulis, Costas",Tsatsoulis,Costas,https://scholar.google.com/citations?user=p3euW7UAAAAJ&hl=en,1859.0,20.0,40.0,37.0,University of North Texas  ,Full,140,, University of North Texas,140,University of North Texas,Costas Tsatsoulis,1,0.0,Costas Tsatsoulis
3883,"Akl, Robert",Akl,Robert,,,,,22.0,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Robert Akl,1,0.0,Robert Akl
3884,"Bryce, Renee",Bryce,Renee,https://scholar.google.com/citations?user=b2ews4oAAAAJ&hl=en,1212.0,16.0,20.0,48.0,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Renée C. Bryce,1,0.0,Renée C. Bryce
3885,"Do, Hyunsook",Do,Hyunsook,,,,,62.0,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Hyunsook Do,1,0.0,Hyunsook Do
3886,"Fu, Song",Fu,Song,https://scholar.google.com/citations?user=qr5wA44AAAAJ&hl=en,974.0,18.0,32.0,22.0,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Song Fu,1,0.0,Song Fu
3887,"Nielsen, Rodney",Nielsen,Rodney,,,,,22.0,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Rodney D. Nielsen,1,0.0,Rodney D. Nielsen
3888,"Oh, JungHwan",Oh,JungHwan,,,,,,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Jung-Hwan Oh,1,0.0,Jung-Hwan Oh
3889,"Sweany, Phil",Sweany,Phil,,,,,0.0,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Phil Sweany,0,0.8461538461538461,Philip H. Sweany
3890,Jin Wei,Wei,Jin,,,,,,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Jin Wei,1,0.0,Jin Wei
3891,"Yuan, Xiaohui",Yuan,Xiaohui,,,,,,University of North Texas  ,Associate,140,, University of North Texas,140,University of North Texas,Xiaohui Yuan,1,0.0,Xiaohui Yuan
3892,"Blanco, Eduardo",Blanco,Eduardo,https://scholar.google.com/citations?user=AqGa3-MAAAAJ&hl=en,280.0,8.0,7.0,6.0,University of North Texas  ,Assistant,140,, University of North Texas,140,University of North Texas,Eduardo Blanco,0,0.8484848484848485,Eduardo Blanco 0001
3893,"Caragea, Cornelia",Caragea,Cornelia,https://scholar.google.com/citations?user=vkX6VV4AAAAJ&hl=en,807.0,15.0,26.0,20.0,University of North Texas  ,Assistant,140,, University of North Texas,140,University of North Texas,Cornelia Caragea,1,0.0,Cornelia Caragea
3894,"Takabi, Hassan",Takabi,Hassan,https://scholar.google.com/citations?user=8OTNELUAAAAJ&hl=en,1301.0,11.0,12.0,12.0,University of North Texas  ,Assistant,140,, University of North Texas,140,University of North Texas,Hassan Takabi,1,0.0,Hassan Takabi
3895,"Zhao, Hui",Zhao,Hui,,,,,,University of North Texas  ,Assistant,140,, University of North Texas,140,University of North Texas,Hui Zhao,1,0.0,Hui Zhao
3896,"Bowyer, Kevin",Bowyer,Kevin,https://scholar.google.com/citations?user=XZkvOTEAAAAJ&hl=en&oi=ao,26507.0,65.0,213.0,545.0,University of Notre Dame  ,Full,141,, University of Notre Dame,141,University of Notre Dame,Kevin W. Bowyer,1,0.0,Kevin W. Bowyer
3897,"Chawla, Nitesh V.",Chawla,Nitesh V.,https://scholar.google.com/citations?user=hDLBEhkAAAAJ&hl=en&oi=ao,1072.0,40.0,96.0,124.0,University of Notre Dame  ,Full,141,, University of Notre Dame,141,University of Notre Dame,Nitesh V. Chawla,1,0.0,Nitesh V. Chawla
3898,"Chen, Danny",Chen,Danny,https://scholar.google.com/citations?user=tRerdSIAAAAJ&hl=en&oi=ao,5286.0,34.0,98.0,62.0,University of Notre Dame  ,Full,141,, University of Notre Dame,141,University of Notre Dame,Danny Ziyi Chen,1,0.0,Danny Ziyi Chen
3899,"Flynn, Patrick J.",Flynn,Patrick J.,https://scholar.google.com/citations?user=h20U9WcAAAAJ&hl=en&oi=ao,27234.0,51.0,133.0,354.0,University of Notre Dame  ,Full,141,, University of Notre Dame,141,University of Notre Dame,Patrick J. Flynn,1,0.0,Patrick J. Flynn
3900,"Xiaobo, Sharon Hu",Hu,Xiaobo Sharon,http://scholar.google.com/citations?user=uIdXorIAAAAJ&hl=en,4487.0,34.0,100.0,95.0,University of Notre Dame  ,Full,141,, University of Notre Dame,141,University of Notre Dame,Xiaobo Sharon Hu,1,0.0,Xiaobo Sharon Hu
3901,Jane Cleland Huang,Huang,Jane Cleland,https://scholar.google.com/citations?user=IQ5XCgYAAAAJ&hl=en,4276.0,38.0,87.0,95.0,University of Notre Dame  ,Full,141,, University of Notre Dame,141,University of Notre Dame,Jane Cleland Huang,0,1.0,Jane Cleland-Huang
3902,"Kogge, Peter",Kogge,Peter,https://scholar.google.com/citations?user=3-PRZG0AAAAJ&hl=en&oi=ao,8720.0,46.0,100.0,168.0,University of Notre Dame  ,Full,141,, University of Notre Dame,141,University of Notre Dame,Peter M. Kogge,1,0.0,Peter M. Kogge
3903,"Chiang, David",Chiang,David,https://scholar.google.com/citations?user=dok0514AAAAJ&hl=en&oi=ao,4860.0,24.0,35.0,102.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,David Chiang,0,0.9166666666666666,David Chieng
3904,"D'Mello, Sidney",D'Mello,Sidney,https://scholar.google.com/citations?user=c-LG6-MAAAAJ&hl=en&oi=ao,6293.0,40.0,115.0,117.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,Sidney D'Mello,1,0.0,Sidney D'Mello
3905,Ronald Metoyer,Metoyer,Ronald,https://scholar.google.com/citations?user=GgKnNwEAAAAJ&hl=en,849.0,14.0,17.0,20.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,Ronald A. Metoyer,1,0.0,Ronald A. Metoyer
3906,"Milenkovic, Tijana",Milenkovic,Tijana,https://scholar.google.com/citations?user=QrS2y5sAAAAJ&hl=en&oi=ao,1630.0,17.0,20.0,41.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,Tijana Milenkovic,1,0.0,Tijana Milenkovic
3907,"Poellabauer, Christian",Poellabauer,Christian,https://scholar.google.com/citations?user=7anf7aEAAAAJ&hl=en&oi=ao,2015.0,20.0,34.0,32.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,Christian Poellabauer,1,0.0,Christian Poellabauer
3908,"Striegel, Aaron D.",Striegel,Aaron D.,https://scholar.google.com/citations?user=w88NouMAAAAJ,1432.0,22.0,46.0,35.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,Aaron Striegel,1,0.0,Aaron Striegel
3909,"Thain, Douglas",Thain,Douglas,https://scholar.google.com/citations?user=53RlhUcAAAAJ&hl=en&oi=ao,5275.0,29.0,59.0,78.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,Douglas Thain,1,0.0,Douglas Thain
3910,"Wang, Chaoli",Wang,Chaoli,https://scholar.google.com/citations?user=z13bIdkAAAAJ&hl=en&oi=ao,1265.0,21.0,29.0,44.0,University of Notre Dame  ,Associate,141,, University of Notre Dame,141,University of Notre Dame,Chaoli Wang,1,0.0,Chaoli Wang
3911,"McMillan, Collin",McMillan,Collin,https://scholar.google.com/citations?user=xaoz3-gAAAAJ&hl=en&oi=ao,746.0,16.0,16.0,28.0,University of Notre Dame  ,Assistant,141,, University of Notre Dame,141,University of Notre Dame,Collin McMillan,1,0.0,Collin McMillan
3912,Walter Scheirer,Scheirer,Walter,https://scholar.google.com/citations?user=dlV-qnUAAAAJ&hl=en,1479.0,16.0,33.0,38.0,University of Notre Dame  ,Assistant,141,, University of Notre Dame,141,University of Notre Dame,Walter J. Scheirer,1,0.0,Walter J. Scheirer
3913,"Wang, Dong",Wang,Dong,,,,,,University of Notre Dame  ,Assistant,141,, University of Notre Dame,141,University of Notre Dame,Dong Wang,1,0.0,Dong Wang
3914,"Weninger, Tim",Weninger,Tim,https://scholar.google.com/citations?user=V1js0MUAAAAJ&hl=en&oi=ao,776.0,14.0,20.0,23.0,University of Notre Dame  ,Assistant,141,, University of Notre Dame,141,University of Notre Dame,Tim Weninger,1,0.0,Tim Weninger
3915,John Antonio,Antonio,John,http://scholar.google.com/citations?user=9A8vgocAAAAJ&hl=en,998.0,16.0,23.0,38.0,University of Oklahoma  ,Full,142,, University of Oklahoma,142,University of Oklahoma,John K. Antonio,1,0.0,John K. Antonio
3916,"Atiquzzaman, Mohammed",Atiquzzaman,Mohammed,https://scholar.google.com/citations?user=CPqBDqUAAAAJ&hl=en,3925.0,30.0,98.0,75.0,University of Oklahoma  ,Full,142,, University of Oklahoma,142,University of Oklahoma,Mohammed Atiquzzaman,1,0.0,Mohammed Atiquzzaman
